floracion_dias,altura_cm,densidad_sem,rendimiento,aceite_porcentaje,campania,tipo_ensayo,epoca,distancia_entre_surcos,tipo_siembra,testigo,visible,cultivar
75,181,60559,3805,52.78,2007-2008,Clearfield,Normal,70,Directa,NO,SI,PAN 7058 CL
75,139,54087,2596,52.1,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAN 7047 CL
75,167,45200,3249,46.13,2005-2006,Convencional,Normal,70,Directa,NO,SI,PAN 7034
75,116,45456,1298,47.95,2007-2008,Convencional,Normal,70,Convencional,NO,SI,PAN 7031
75,116,48398,3575,43.13,2007-2008,Convencional,Normal,70,Directa,NO,SI,PAN 7031
75,153,43491,3443,49.87,2003-2004,Convencional,Normal,70,Convencional,NO,SI,PAN 7001
75,182,35673,2876,49.38,2003-2004,Convencional,Normal,70,Directa,NO,SI,PAN 7010
75,132,43720,2077,46.13,2003-2004,Convencional,Normal,70,Convencional,NO,SI,PAN 7010
75,172,43178,3080,45.33,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PAN 7010
75,162,55009,3495,50.23,2003-2004,Convencional,Normal,70,Directa,NO,SI,PAN 7009
75,193,50251,2789,48.1,2005-2006,Convencional,Normal,70,Directa,NO,SI,PAN 7009
75,155,61012,3773,52.38,2015-2016,Convencional,Normal,52,Directa,NO,SI,NUSOL 2500 AO
75,151,45279,4426,48.27,2014-2015,Convencional,Normal,52,Directa,NO,SI,NUSOL 2100 DM
75,118,51561,2813,52.89,2015-2016,Convencional,Normal,52,Directa,NO,SI,NUSOL 2100 DM
75,120,45621,1458,51.47,2007-2008,Convencional,Normal,70,Convencional,NO,SI,PARAISO 65
75,109,44619,1212,50.06,2007-2008,Convencional,Normal,70,Convencional,NO,SI,PARAISO 55
75,102,45150,1092,44.84,2008-2009,Convencional,Normal,70,Directa,NO,SI,PARAISO 55
75,133,45635,1898,46.16,2003-2004,Convencional,Normal,70,Convencional,NO,SI,PARAISO 35
75,144,52381,2688,47.8,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,PARAISO 35
75,151,53183,4320,49.8,2003-2004,Convencional,Normal,70,Directa,NO,SI,PARAISO 33
75,165,43354,2937,45.61,2005-2006,Convencional,Normal,70,Convencional,NO,SI,PARAISO 33
75,157,48836,2788,50.03,2006-2007,Convencional,Normal,70,Directa,NO,SI,PARAISO 33
75,123,57964,2962,53.73,2013-2014,Convencional,Normal,52,Directa,NO,SI,PARAISO 303
75,167,45531,3328,46.99,2005-2006,Convencional,Normal,70,Directa,NO,SI,PARAISO 24
75,168,42735,3198,48.78,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PARAISO 22
75,189,58072,3116,46.41,2005-2006,Convencional,Normal,70,Directa,NO,SI,PARAISO 22
75,173,46226,2928,44.33,2005-2006,Convencional,Normal,70,Convencional,SI,NO,PARAISO 22
75,123,41342,2576,50.92,2007-2008,Convencional,Normal,70,Convencional,NO,SI,PARAISO 21
75,151,47190,3762,49.22,2003-2004,Convencional,Normal,70,Convencional,NO,SI,PARAISO 20
75,144,42389,4419,48.65,2014-2015,Convencional,Normal,52,Directa,NO,SI,PARAISO 1100 CL PLUS
75,135,58532,3943,51.75,2015-2016,Convencional,Normal,52,Directa,SI,SI,PARAISO 1100 CL PLUS
75,182,50476,2189,52.24,2009-2010,Convencional,Normal,52,Convencional,NO,SI,PARAISO 1000 CL PLUS
75,194,39130,3815,53.7,2015-2016,Convencional,Normal,52,Directa,NO,SI,LG 5710
75,168,46270,2727,49.17,2016-2017,Convencional,Normal,52,Directa,NO,SI,LG 5710
75,173,58532,3966,51.28,2015-2016,Convencional,Normal,52,Directa,NO,SI,LG 5451 CL HO
75,142,59612,3209,51.35,2013-2014,Convencional,Normal,52,Directa,NO,SI,ES DIAGORA
75,136,54286,2988,49.16,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,MH 3440
75,144,42230,2585,45.18,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MH 3440
75,143,45058,2809,48.71,2003-2004,Convencional,Normal,70,Convencional,NO,SI,KWSOL TROPEL
75,163,55055,4027,49.64,2003-2004,Convencional,Normal,70,Directa,NO,SI,KWSOL TROPEL
75,156,52381,3061,47.38,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,KWSOL TROPEL
75,133,49461,2923,47.5,2004-2005,Convencional,Normal,70,Convencional,NO,SI,KWSOL TROPEL
75,127,44185,3320,50.79,2003-2004,Convencional,Normal,70,Convencional,NO,SI,KWSOL BAQUEANO
75,177,39634,3689,49.86,2004-2005,Convencional,Normal,70,Directa,NO,SI,KWSOL BAQUEANO
75,129,63499,1716,41.27,2006-2007,Convencional,Normal,70,Convencional,NO,SI,KWSOL BAQUEANO
75,101,44438,1168,44.79,2008-2009,Convencional,Normal,70,Directa,NO,SI,KWSOL 770
75,140,54754,3290,49.65,2010-2011,Convencional,Normal,52,Directa,NO,SI,KWSOL 502 DMR
75,134,46267,2714,51.12,2007-2008,Convencional,Normal,70,Convencional,NO,SI,KWSOL 362 CL
75,119,46637,2353,50.44,2007-2008,Convencional,Normal,70,Directa,NO,SI,KWSOL 362 CL
75,139,43028,1638,47.99,2003-2004,Convencional,Normal,70,Convencional,NO,SI,JAG�EL
75,200,55744,3972,46.93,2004-2005,Convencional,Normal,70,Convencional,NO,SI,109373
75,205,27107,2852,49.29,2004-2005,Convencional,Normal,70,Convencional,NO,SI,99277
75,154,49524,2969,48.29,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,52203
75,166,39881,3055,50.69,2012-2013,Convencional,Normal,52,Directa,NO,SI,HG 351
75,164,45656,3639,43.53,2005-2006,Convencional,Normal,70,Directa,NO,SI,HELIO 253
75,118,49467,2697,41.71,2007-2008,Convencional,Normal,70,Directa,NO,SI,PAMPERO DM
75,132,43173,2843,49.51,2007-2008,Convencional,Normal,70,Convencional,NO,SI,PAMPERO DM
75,112,44732,3079,49.46,2007-2008,Convencional,Normal,70,Directa,NO,SI,PAMPERO DM
75,146,56365,3847,55.02,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
75,190,52772,3443,52.57,2011-2012,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
75,171,43451,2063,42.47,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PAIHUEN
75,188,56312,3362,45.16,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PAIHUEN
75,161,42726,2864,41.65,2005-2006,Convencional,Normal,70,Convencional,NO,SI,PAIHUEN
75,115,59660,2185,44.5,2006-2007,Convencional,Normal,70,Convencional,NO,SI,PAIHUEN
75,116,44662,2667,43.77,2007-2008,Convencional,Normal,70,Convencional,SI,NO,PAIHUEN
75,163,47619,2772,46.94,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,PAIHUEN
75,164,54945,3805,44.8,2010-2011,Convencional,Normal,52,Directa,SI,SI,PAIHUEN
75,138,56090,3946,45.76,2010-2011,Convencional,Normal,52,Directa,SI,SI,PAIHUEN
75,139,56216,2993,44.42,2003-2004,Convencional,Temprana,70,Convencional,NO,SI,MILLEN
75,165,42063,2135,47.54,2004-2005,Convencional,Normal,70,Convencional,NO,SI,CAUQUEN
75,166,47998,2712,44.35,2005-2006,Convencional,Normal,70,Convencional,NO,SI,CAUQUEN
75,124,41336,2519,49.51,2007-2008,Convencional,Normal,70,Convencional,NO,SI,CAUQUEN
75,142,46243,3698,51.79,2014-2015,Convencional,Normal,52,Directa,NO,SI,CAUQUEN
75,145,46243,3745,49.13,2014-2015,Convencional,Normal,52,Directa,NO,SI,CACIQUE 312 CL
75,110,64848,1718,49.32,2008-2009,Clearfield,Normal,70,Directa,NO,SI,CACIQUE 308 CL
75,210,47619,2712,52.35,2009-2010,Convencional,Normal,52,Convencional,NO,SI,NTO 2.0 CL
75,132,59630,1844,50.86,2008-2009,Clearfield,Normal,70,Directa,NO,SI,MG 60 CL
75,142,47619,1739,49.24,2008-2009,Clearfield,Normal,70,Directa,NO,SI,MG 60 CL
75,159,53333,2752,48.33,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,MG 60
75,197,52895,3275,49.14,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MG 50
75,177,45146,2734,45.76,2005-2006,Convencional,Normal,70,Convencional,NO,SI,MG 50
75,143,51833,3509,51.51,2013-2014,Convencional,Normal,52,Directa,NO,SI,MG 360
75,147,45279,3880,54.74,2014-2015,Convencional,Normal,52,Directa,NO,SI,MG 305 CL PLUS
75,180,49133,4749,54.74,2014-2015,Convencional,Normal,52,Directa,NO,SI,MG 305 CL PLUS
75,175,46936,3173,54,2003-2004,Convencional,Temprana,70,Convencional,NO,SI,MG 2
75,183,42975,2445,50.39,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MG 2
75,182,40650,3075,55.04,2004-2005,Convencional,Normal,70,Directa,NO,SI,MG 2
75,160,38857,2735,47.48,2006-2007,Convencional,Normal,70,Directa,NO,SI,MG 100 AO
75,110,46063,1056,48.65,2008-2009,Convencional,Normal,70,Directa,NO,SI,IVY
75,104,44185,2689,53.53,2007-2008,Convencional,Normal,70,Directa,SI,NO,IDA
75,174,38618,2944,46.99,2004-2005,Convencional,Normal,70,Directa,NO,SI,GH 1100
75,154,57143,2373,44.66,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,GH 1000 CL
75,120,59630,1732,50.15,2008-2009,Clearfield,Normal,70,Directa,NO,SI,EXP SP 27101
75,143,71429,2434,45.55,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,EXP 23257
75,133,56974,2163,47.22,2008-2009,Convencional,Normal,70,Directa,NO,SI,DM 233
75,155,59646,3595,47.81,2003-2004,Convencional,Normal,70,Convencional,NO,SI,DM 226
75,167,50476,3007,46.65,2004-2005,Convencional,Temprana,70,Convencional,SI,NO,DM 226
75,155,42787,1320,45.19,2008-2009,Convencional,Normal,52,Directa,NO,SI,WICHI AO
75,135,66755,2420,48.4,2006-2007,Convencional,Normal,70,Convencional,SI,NO,MATACO
75,133,41689,2998,50.32,2007-2008,Convencional,Normal,70,Convencional,NO,SI,KOYA
75,111,46480,3136,51.41,2007-2008,Convencional,Normal,70,Directa,NO,SI,KOYA
75,157,46708,2082,49.8,2008-2009,Convencional,Normal,70,Directa,NO,NO,KOYA
75,122,56757,3394,48.23,2010-2011,Convencional,Normal,52,Directa,NO,SI,HUARPE RDM
75,111,58323,2631,52.6,2013-2014,Convencional,Normal,52,Directa,NO,SI,HUARPE RDM
75,132,46243,3933,48.43,2014-2015,Convencional,Normal,52,Directa,NO,SI,HUARPE RDM
75,130,45279,3665,49.83,2014-2015,Convencional,Normal,52,Directa,NO,SI,DIAGUITA CL
75,145,71429,1941,44.51,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,ARAUCANO CL
75,154,46748,2763,49.81,2012-2013,Convencional,Normal,52,Directa,NO,SI,CSG 209 IMI
75,212,51263,3081,46.84,2004-2005,Convencional,Normal,70,Convencional,NO,SI,CSG 102
75,163,41797,2424,47.54,2006-2007,Convencional,Normal,70,Directa,NO,SI,CSG 102
75,144,51416,3078,47.49,2010-2011,Convencional,Normal,52,Directa,NO,SI,FABIOLA CS
75,185,58060,3867,42.69,2011-2012,Convencional,Normal,52,Directa,NO,SI,FABIOLA CS
75,166,56992,2207,48.18,2011-2012,Convencional,Normal,52,Directa,NO,SI,ANTALIA
75,182,49424,3314,49.36,2003-2004,Convencional,Normal,70,Directa,NO,SI,BUCK SOLFLOR
75,158,53333,2721,47.7,2004-2005,Convencional,Temprana,70,Convencional,NO,SI,BUCK SOLFLOR
75,153,55273,3753,48.1,2004-2005,Convencional,Normal,70,Convencional,NO,SI,BUCK SOLFLOR
75,167,46531,2868,45.98,2005-2006,Convencional,Normal,70,Convencional,NO,SI,BUCK SOLFLOR
75,170,46510,3565,40.75,2011-2012,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
75,182,48533,2999,49.95,2003-2004,Convencional,Normal,70,Directa,NO,SI,BUCK PAMPAFLOR
75,142,44440,1796,47.17,2003-2004,Convencional,Normal,70,Convencional,NO,SI,BUCK PAMPAFLOR
75,162,72273,2680,44.3,2006-2007,Convencional,Normal,70,Convencional,NO,SI,BUCK MIRAFLOR
75,119,46374,2518,42.04,2007-2008,Convencional,Normal,70,Directa,NO,SI,BUCK 455 DMR
75,105,44232,2833,51.5,2007-2008,Convencional,Normal,70,Directa,NO,SI,BUCK 455 DMR
75,192,37198,3769,49.52,2015-2016,Convencional,Normal,52,Directa,SI,NO,BUCK 355 CL
75,145,33738,2140,49.41,2016-2017,Convencional,Normal,52,Directa,NO,SI,BUCK 355 CL
75,123,58095,3398,52.63,2010-2011,Convencional,Normal,52,Directa,SI,NO,BUCK 260
75,150,43593,2595,44.06,2011-2012,Convencional,Normal,52,Directa,NO,SI,BUCK 260
75,176,47594,2710,50.53,2005-2006,Convencional,Normal,70,Directa,NO,SI,BUCK 255
75,128,46114,1894,50.47,2007-2008,Convencional,Normal,70,Convencional,SI,NO,BUCK 250
75,119,45739,1568,47.79,2008-2009,Convencional,Normal,70,Directa,NO,SI,BUCK 250
75,175,43869,3135,42.3,2011-2012,Convencional,Normal,52,Directa,NO,SI,BUCK 250
75,161,48170,4463,49.23,2014-2015,Convencional,Normal,52,Directa,NO,SI,BGH 5454 CL PLUS
75,124,46313,1851,45.97,2007-2008,Convencional,Normal,70,Convencional,NO,SI,BGH 3943
75,129,43195,1910,46.77,2003-2004,Convencional,Normal,70,Convencional,NO,SI,BGH 146
75,115,63357,1915,48.32,2008-2009,Clearfield,Normal,70,Directa,NO,SI,BIOSOL CL
75,149,56090,2755,49.32,2010-2011,Convencional,Normal,52,Directa,NO,SI,ACONCAGUA DMR
75,143,55728,4388,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,ACONCAGUA
75,167,55103,2821,43.47,2011-2012,Alto Oleico,Normal,52,Directa,NO,SI,BIOGIRASOL 71 CL
75,172,45361,2460,43.45,2005-2006,Convencional,Normal,70,Convencional,NO,SI,TC 4050
75,164,45867,2861,47.64,2006-2007,Convencional,Normal,70,Directa,NO,SI,TC 4050
75,182,48688,2480,49.49,2004-2005,Convencional,Normal,70,Convencional,SI,NO,TC 4040
75,131,44484,2701,49.99,2003-2004,Convencional,Normal,70,Convencional,NO,SI,TC 3003
75,153,46243,3568,46.45,2014-2015,Convencional,Normal,52,Directa,NO,SI,SUNNO 23 RI
75,114,54839,1976,48.74,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,EXP ARGENSOL 81
75,131,44316,3429,48.84,2014-2015,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 20
75,169,41667,3780,52.72,2012-2013,Convencional,Normal,52,Directa,NO,SI,SUNGRO 70 CL PLUS
75,197,37500,2763,51.33,2012-2013,Convencional,Normal,52,Directa,NO,SI,SUNGRO 70 CL PLUS
75,142,47206,3502,53.95,2014-2015,Convencional,Normal,52,Directa,NO,SI,SUNGRO 70 CL PLUS
75,130,69638,2755,52.42,2013-2014,Convencional,Normal,52,Directa,SI,NO,SUNGRO 66 CL PLUS
75,117,47635,2696,46.65,2007-2008,Convencional,Normal,70,Directa,NO,SI,ALG 620 CL
75,210,43337,3519,47.59,2004-2005,Convencional,Normal,70,Convencional,NO,SI,VDH 488
75,182,54599,3881,53.18,2003-2004,Convencional,Normal,70,Directa,NO,SI,VDH 487
75,168,45607,3481,47.1,2005-2006,Convencional,Normal,70,Directa,NO,SI,VDH 487
75,148,67262,2679,42.29,2006-2007,Alto Oleico,Normal,70,Convencional,NO,SI,VDH 487
75,115,44507,1545,47.58,2008-2009,Convencional,Normal,70,Directa,NO,SI,VDH 487
75,125,54087,3388,50.73,2010-2011,Convencional,Normal,52,Directa,SI,SI,VDH 487
75,153,62346,3038,50.31,2003-2004,Convencional,Normal,70,Convencional,NO,SI,VDH 481
75,168,42443,2539,49.31,2006-2007,Convencional,Normal,70,Directa,SI,NO,OLISUN 2 AO
75,153,67857,2289,42.27,2006-2007,Alto Oleico,Normal,70,Convencional,NO,SI,OLISUN
75,158,54431,2184,48.56,2008-2009,Convencional,Normal,70,Directa,NO,SI,CF 33
75,181,42507,2808,49.62,2006-2007,Convencional,Normal,70,Directa,NO,SI,CF 31
75,138,63228,1598,45.81,2006-2007,Convencional,Normal,70,Convencional,NO,SI,CF 31
75,171,43268,1558,49.78,2008-2009,Convencional,Normal,52,Directa,NO,SI,CF 31
75,185,42624,3314,47.61,2004-2005,Convencional,Normal,70,Convencional,SI,NO,CF 27
75,150,66841,2582,44.4,2006-2007,Convencional,Normal,70,Convencional,NO,SI,CF 27
75,156,58929,2145,49.74,2008-2009,Convencional,Normal,70,Directa,NO,SI,CF 27
75,136,41426,3922,48.74,2014-2015,Convencional,Normal,52,Directa,NO,NO,CF 202 CL
75,156,58915,2990,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,CF 201
75,170,48286,3230,41.42,2011-2012,Convencional,Normal,52,Directa,NO,SI,CF 201
75,118,52381,3457,52.33,2010-2011,Convencional,Normal,52,Directa,SI,NO,CF 101
75,170,52568,3692,40.71,2011-2012,Convencional,Normal,52,Directa,NO,SI,CF 101
75,165,58495,3512,50.86,2011-2012,Convencional,Normal,52,Directa,NO,SI,CF 101
75,183,37570,3034,47.07,2006-2007,Convencional,Normal,70,Directa,NO,SI,EXP G 002
75,113,45527,1981,54.09,2013-2014,Convencional,Normal,52,Directa,NO,SI,EXP ACA 13 P 36
75,118,55741,3204,44.81,2015-2016,Convencional,Normal,52,Directa,NO,SI,ACA 887
75,155,46013,3220,52.64,2003-2004,Convencional,Temprana,70,Convencional,NO,SI,ACA 885
75,161,42237,2831,47.8,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ACA 885
75,179,39547,3482,45.39,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ACA 885
75,111,58883,1971,47.84,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,ACA 885
75,111,58883,1971,47.84,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,ACA 885
75,188,42622,2915,43.78,2004-2005,Convencional,Normal,70,Convencional,SI,NO,ACA 884
75,199,53828,3597,44.38,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ACA 884
75,152,56935,3687,48.5,2003-2004,Convencional,Normal,70,Directa,NO,SI,ACA 876
75,162,43603,2797,45.32,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ACA 876
75,160,47823,3559,49.92,2003-2004,Convencional,Normal,70,Directa,NO,SI,ACA 872
75,140,45096,2765,44.86,2005-2006,Convencional,Normal,70,Convencional,NO,SI,ACA 872
75,100,43317,2739,51.17,2007-2008,Convencional,Normal,70,Directa,NO,SI,ACA 872
75,165,58036,3802,51.09,2015-2016,Convencional,Normal,52,Directa,NO,SI,ACA 869
75,155,66468,4443,53.23,2015-2016,Convencional,Normal,52,Directa,NO,SI,ACA 868 HO
75,183,58341,3322,49.72,2003-2004,Convencional,Normal,70,Directa,NO,SI,ACA 864 DM
75,156,44969,2547,44.1,2005-2006,Convencional,Normal,70,Convencional,NO,SI,ACA 864 DM
75,177,50409,2954,48.86,2005-2006,Convencional,Normal,70,Directa,NO,SI,ACA 863
75,103,43409,2919,51.99,2007-2008,Convencional,Normal,70,Directa,NO,SI,ACA 861
75,170,57095,2983,39.86,2011-2012,Convencional,Normal,52,Directa,NO,SI,ACA 861
75,153,56184,3440,50.51,2011-2012,Convencional,Normal,52,Directa,NO,SI,ACA 861
75,200,52381,2353,48.04,2009-2010,Convencional,Normal,52,Convencional,NO,SI,ACA 203 CL
76,137,44823,2550,48.11,2003-2004,Convencional,Normal,70,Convencional,NO,SI,ZR 123
76,213,54508,2878,48.82,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ZR 123
76,184,44020,2186,43.47,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ZR 123
76,166,47490,2308,47.09,2006-2007,Convencional,Normal,70,Directa,NO,SI,ZR 123
76,119,61076,1927,51.8,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ZR 123
76,144,55084,1177,43.62,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ZR 123
76,144,71653,2686,42.54,2006-2007,Convencional,Normal,70,Convencional,NO,SI,EXP ZR 125
76,152,55416,4448,55.02,2009-2010,Convencional,Normal,52,Directa,NO,NO,SIERRA
76,192,35119,2561,49.68,2012-2013,Convencional,Normal,52,Directa,NO,SI,BZ OLEOSOL
76,160,64484,4361,46.24,2015-2016,Convencional,Normal,52,Directa,NO,SI,VT 3232 CL
76,160,43133,3132,39.4,2011-2012,Convencional,Normal,52,Directa,NO,SI,TOBSOL 261
76,115,60000,3588,55.73,2010-2011,Convencional,Normal,52,Directa,NO,SI,TOBSOL 240
76,153,58779,3525,55.18,2011-2012,Convencional,Normal,52,Directa,NO,SI,SY 4071
76,164,57620,3881,52.56,2012-2013,Convencional,Normal,52,Directa,NO,SI,SY 4070 CL
76,157,51138,3386,53.48,2012-2013,Convencional,Normal,52,Directa,NO,SI,SY 3970 CL
76,175,46748,4699,54.67,2012-2013,Convencional,Normal,52,Directa,NO,SI,SY 3970 CL
76,150,53544,3888,55.21,2013-2014,Convencional,Normal,52,Directa,NO,SI,SY 3970 CL
76,177,40580,3598,54.12,2015-2016,Convencional,Normal,52,Directa,NO,SI,SY 3970 CL
76,145,59028,4215,53.27,2015-2016,Convencional,Normal,52,Directa,NO,SI,SY 3825
76,154,51354,3924,49.12,2003-2004,Convencional,Normal,70,Convencional,NO,SI,SPS 4540
76,162,48948,3410,46.65,2003-2004,Convencional,Normal,70,Directa,NO,SI,SPS 4540
76,176,44548,3021,52.69,2011-2012,Convencional,Normal,52,Directa,NO,SI,SPS 3320 AO
76,155,45502,2404,43.6,2007-2008,Clearfield,Normal,70,Convencional,NO,SI,SPS 3204 CL
76,150,46256,3063,49.8,2004-2005,Convencional,Normal,70,Convencional,NO,SI,SPS 3140 2M
76,133,71484,1988,49.1,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,SPS 3104 CL AO
76,163,43901,3382,47.65,2005-2006,Convencional,Normal,70,Directa,NO,SI,SPS 3102
76,163,44352,3004,46.29,2005-2006,Convencional,Normal,70,Convencional,NO,SI,SPS 3150
76,148,49899,3069,48.41,2003-2004,Convencional,Normal,70,Convencional,NO,SI,SPS 3140
76,143,43943,2526,47.98,2004-2005,Convencional,Normal,70,Convencional,NO,SI,SPS 3105
76,164,42425,3391,47.42,2005-2006,Convencional,Normal,70,Directa,NO,SI,SPS 3105
76,167,44208,3635,44.79,2005-2006,Convencional,Normal,70,Convencional,NO,SI,NK 70 CL
76,130,34491,3389,48.61,2005-2006,Convencional,Normal,70,Directa,NO,SI,NK 70 CL
76,171,45576,2413,43.71,2006-2007,Convencional,Normal,70,Convencional,NO,SI,NK 70 CL
76,142,42546,3428,50.96,2007-2008,Convencional,Normal,70,Convencional,NO,SI,NK 50
76,108,43959,1282,46.39,2008-2009,Convencional,Normal,70,Directa,NO,SI,NK 50
76,176,46373,3291,39.67,2005-2006,Convencional,Normal,70,Convencional,NO,SI,NK 44 CL RM
76,152,42455,3176,47.35,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MACON
76,145,69268,2980,46.48,2006-2007,Convencional,Normal,70,Convencional,NO,SI,MACON
76,132,66071,2150,43.94,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,EXP NX 63725
76,170,44252,2235,44.44,2006-2007,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 4200
76,152,51758,3664,56.09,2013-2014,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4065
76,112,55045,3078,50.26,2015-2016,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4065
76,161,44928,3735,53.5,2015-2016,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4065
76,137,67857,3336,46.35,2006-2007,Alto Oleico,Normal,70,Convencional,NO,SI,DEKASOL 3945 OIL PLUS
76,135,47619,2974,48.76,2008-2009,Alto Oleico,Normal,70,Directa,NO,NO,DEKASOL 3945 OIL PLUS
76,176,59607,4280,52.97,2011-2012,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3945 OIL PLUS
76,137,54754,2868,48.63,2010-2011,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3940 DM
76,147,50333,3476,47.8,2004-2005,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3920
76,161,43050,3380,43.16,2005-2006,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3920
76,150,55340,2526,47.99,2004-2005,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3915
76,148,50047,3397,51.06,2003-2004,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3820
76,106,43795,3007,56.03,2007-2008,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3820
76,111,45322,1090,48.31,2008-2009,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3820
76,166,56355,2239,50.91,2011-2012,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3820
76,131,63426,1878,48.03,2008-2009,Convencional,Normal,70,Directa,NO,SI,AGROBEL 976 DM
76,144,56273,4951,54.85,2009-2010,Convencional,Normal,52,Directa,NO,SI,AGROBEL 976 DM
76,146,51394,3483,50.84,2003-2004,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 972
76,123,60396,2340,54.4,2006-2007,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 963
76,170,47215,3591,51.34,2003-2004,Convencional,Normal,70,Directa,NO,SI,AGROBEL 962
76,146,52491,3636,50.42,2003-2004,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962
76,158,45960,2451,47.78,2006-2007,Convencional,Normal,70,Directa,NO,SI,TRITON MAX
76,142,46074,3106,50.44,2010-2011,Convencional,Normal,52,Directa,NO,SI,SRM 767
76,172,52923,2759,49.16,2011-2012,Convencional,Normal,52,Directa,NO,SI,SRM 767
76,175,44643,2606,48.84,2012-2013,Convencional,Normal,52,Directa,NO,SI,SRM 767
76,130,61651,2738,51.15,2013-2014,Convencional,Normal,52,Directa,NO,SI,SRM 767
76,121,45666,1833,47.89,2003-2004,Convencional,Normal,70,Convencional,NO,SI,SIGMA
76,163,56519,3742,45.8,2004-2005,Convencional,Normal,70,Convencional,NO,SI,NEON
76,176,44657,3444,43.78,2005-2006,Convencional,Normal,70,Convencional,NO,SI,CIRO
76,173,47761,2518,46.83,2006-2007,Convencional,Normal,70,Directa,NO,SI,CIRO
76,126,53909,1597,43.17,2006-2007,Convencional,Normal,70,Convencional,NO,SI,CIRO
76,138,50503,3053,48.35,2003-2004,Convencional,Normal,70,Convencional,NO,SI,SEEDAR 3002
76,169,54019,4049,49.99,2003-2004,Convencional,Normal,70,Directa,NO,SI,SEEDAR 2002
76,161,55422,3533,47.97,2010-2011,Convencional,Normal,52,Directa,NO,SI,SW 3366
76,160,44316,3706,48.29,2014-2015,Convencional,Normal,52,Directa,NO,SI,RAS 214 CL
76,150,40843,3021,47.66,2007-2008,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 21
76,147,67262,2086,41.37,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,ALBISOL 20 CL
76,169,56491,4339,48.19,2003-2004,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 2
76,169,45054,2772,43.66,2005-2006,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 2
76,165,43781,3251,46.22,2005-2006,Convencional,Normal,70,Directa,NO,SI,ALBISOL 2
76,127,69301,3050,51.44,2013-2014,Convencional,Normal,52,Directa,NO,SI,MOBILL
76,120,62857,3070,52.27,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 7403
76,143,54087,3010,50.1,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 6730
76,179,48780,3814,52.36,2012-2013,Convencional,Normal,52,Directa,NO,SI,QC 6632 CL
