floracion_dias,altura_cm,densidad_sem,rendimiento,aceite_porcentaje,campania,tipo_ensayo,epoca,distancia_entre_surcos,tipo_siembra,testigo,visible,cultivar
64,159,50991,2959,52.44,2012-2013,Tardia,Normal,52,Directa,NO,SI,NTO 1.0
64,161,55490,3714,53.24,2009-2010,Convencional,Normal,52,Directa,NO,SI,MG 60
64,190,42203,2899,43.5,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MG 50
64,150,55556,3220,54.51,2014-2015,Convencional,Normal,52,Directa,NO,SI,MG 360
64,171,48805,2888,50.26,2012-2013,Tardia,Normal,52,Directa,NO,SI,MG 303 CL PLUS
64,173,54754,2628,51.52,2010-2011,Convencional,Normal,52,Directa,NO,SI,MG 303
64,189,43841,3213,51.3,2006-2007,Convencional,Normal,52,Convencional,NO,SI,MG 2
64,180,46233,3473,51.6,2006-2007,Convencional,Normal,52,Convencional,NO,SI,MG 100 AO
64,137,45535,2754,43.44,2004-2005,Convencional,Normal,70,Convencional,NO,SI,EXP 0022
64,156,46543,2131,54.19,2009-2010,Convencional,Normal,52,Convencional,NO,SI,DM 233
64,127,63462,2102,41.65,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DM 220
64,124,42570,1785,40.82,2008-2009,Convencional,Normal,70,Convencional,NO,SI,WICHI AO
64,129,44604,1381,40.85,2008-2009,Convencional,Normal,70,Convencional,NO,SI,TEHUELCHE CL
64,165,38095,3170,48.8,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MATACO
64,158,53333,2888,51.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MATACO
64,121,47356,1658,44.47,2008-2009,Convencional,Normal,70,Convencional,NO,SI,MATACO
64,160,40326,2066,53.97,2009-2010,Convencional,Normal,52,Convencional,NO,SI,HUARPE
64,195,39990,3342,44.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CSG 102
64,166,46642,2980,45.07,2004-2005,Convencional,Normal,70,Convencional,NO,SI,CSG 102
64,176,43998,2228,56.7,2009-2010,Convencional,Normal,52,Convencional,NO,SI,CSG 102
64,164,56090,2950,45.54,2010-2011,Convencional,Normal,52,Directa,NO,SI,FABIOLA CS
64,167,56818,3030,51.46,2012-2013,Tardia,Normal,52,Directa,NO,SI,ESTRELLA CS
64,155,42063,1752,44.1,2002-2003,Convencional,Normal,70,Directa,NO,SI,BUCK SOLFLOR
64,143,53175,2976,48.5,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,BUCK SOLFLOR
64,167,45009,3162,46.09,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,BUCK SOLFLOR
64,163,44156,2784,50.71,2010-2011,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
64,153,40476,1787,43.3,2002-2003,Convencional,Normal,70,Directa,NO,SI,BUCK PAMPAFLOR
64,183,41270,2089,45.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,BUCK PAMPAFLOR
64,110,44389,2587,48.99,2011-2012,Convencional,Normal,52,Directa,NO,SI,BUCK 260
64,156,58093,3229,51.91,2009-2010,Convencional,Normal,52,Directa,NO,SI,BUCK 250
64,170,47619,3279,51.75,2010-2011,Convencional,Normal,52,Directa,NO,SI,BUCK 250
64,135,57692,1556,48.2,2013-2014,Convencional,Normal,52,Directa,NO,SI,BUCK 250
64,137,53973,3693,49.25,2013-2014,Convencional,Normal,52,Directa,NO,NO,BUCK 250
64,130,49145,3248,47.63,2013-2014,Convencional,Normal,52,Directa,NO,SI,BUCK 250
64,158,42814,2687,44.82,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,BGH 146
64,200,47021,3054,49.8,2006-2007,Convencional,Normal,52,Convencional,SI,NO,TC 4055
64,190,44100,3001,51.1,2006-2007,Convencional,Normal,52,Convencional,NO,SI,TC 4050
64,180,40280,2717,46.6,2007-2008,Convencional,Normal,70,Directa,NO,SI,TC 4050
64,160,45043,2997,43.18,2004-2005,Convencional,Normal,70,Convencional,NO,SI,TC 4040
64,161,44464,2553,47.43,2004-2005,Convencional,Normal,70,Convencional,NO,SI,VDH 488
64,167,59985,3311,53.05,2009-2010,Convencional,Normal,52,Directa,NO,SI,VDH 487
64,165,45701,2957,44.19,2004-2005,Convencional,Normal,70,Convencional,NO,SI,CF 27
64,180,43014,2842,44.6,2002-2003,Convencional,Normal,52,Convencional,NO,SI,CF 25
64,154,59352,2934,53.99,2009-2010,Convencional,Normal,52,Directa,NO,SI,CF 201
64,205,43508,2774,40.5,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CF 17
64,156,47619,3724,52.8,2010-2011,Convencional,Normal,52,Directa,NO,SI,CF 101
64,170,47510,3790,49,2007-2008,Convencional,Normal,70,Directa,NO,SI,AGUARA 4
64,157,67534,3092,47.1,2016-2017,Convencional,Normal,52,Convencional,NO,SI,ADV 5500
64,151,52942,3379,54.01,2013-2014,Convencional,Normal,52,Directa,NO,SI,ADV 5200
64,190,44888,3300,41.5,2002-2003,Convencional,Normal,52,Convencional,SI,NO,ACA 885
64,185,40785,2573,40.9,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 885
64,175,50660,2592,45.41,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ACA 885
64,195,41270,2760,42.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 884
64,210,44699,2704,40.8,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 884
64,195,48393,2966,46.48,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ACA 884
64,147,38889,1727,42.6,2002-2003,Convencional,Normal,70,Directa,NO,SI,ACA 876
64,140,53175,3520,47.1,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,ACA 876
64,149,45047,3248,46.43,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ACA 872
64,160,46539,3212,46.39,2007-2008,Convencional,Normal,52,Convencional,NO,SI,ACA 861
64,135,53450,2666,47.31,2011-2012,Convencional,Tardia,52,Directa,NO,SI,ACA 861
64,145,55263,2754,50.02,2013-2014,Convencional,Normal,52,Directa,NO,SI,ACA 861
65,136,45963,1339,47.73,2011-2012,Convencional,Normal,52,Directa,NO,SI,TOBSOL 261
65,165,53419,2887,50.7,2010-2011,Convencional,Normal,52,Directa,NO,NO,TOBSOL 240
65,149,53680,3271,58.43,2010-2011,Convencional,Normal,52,Directa,NO,SI,TOBSOL 240
65,168,51719,2968,53.41,2012-2013,Tardia,Normal,52,Directa,NO,SI,TOBSOL 240
65,169,54633,3094,51.09,2012-2013,Tardia,Normal,52,Directa,NO,SI,TOB 3110
65,154,54754,3125,47.91,2010-2011,Convencional,Normal,52,Directa,NO,SI,SY 4071
65,170,56818,2907,50.82,2012-2013,Tardia,Normal,52,Directa,NO,SI,SY 3960 CL HO
65,147,44872,3740,44.43,2013-2014,Convencional,Normal,52,Directa,NO,NO,SY 3950 HO
65,172,39881,3156,52.24,2012-2013,Convencional,Normal,52,Directa,NO,SI,SY 3840
65,128,54550,3249,49.23,2013-2014,Convencional,Normal,52,Directa,NO,SI,SY 3825
65,115,48989,2044,53.46,2013-2014,Convencional,Normal,52,Directa,NO,SI,SY 3825
65,114,56438,2982,51.68,2015-2016,Convencional,Tardia,52,Directa,NO,SI,SY 3825
65,145,57314,2423,47.63,2009-2010,Convencional,Normal,52,Directa,NO,SI,SPS 3190
65,161,54087,2980,40.71,2010-2011,Convencional,Normal,52,Directa,NO,SI,SPS 3120
65,165,49632,3085,46.53,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,SPS 3103
65,180,37200,2826,49.22,2007-2008,Convencional,Normal,70,Directa,NO,SI,SPS 3150
65,189,45957,3692,52.7,2008-2009,Convencional,Normal,70,Directa,NO,SI,NK 70 CL
65,163,39059,2255,56.7,2009-2010,Convencional,Normal,52,Convencional,NO,SI,NK 70 CL
65,180,49987,3592,50.23,2007-2008,Convencional,Normal,52,Convencional,NO,SI,NK 50
65,150,59610,3362,50.68,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 50
65,159,57111,3101,52.29,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 46 CL
65,141,44218,2764,41.96,2008-2009,Clearfield,Normal,70,Convencional,NO,SI,NK 44 CL RM
65,160,60556,2419,45.6,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 34 AO
65,159,36508,2259,45.7,2002-2003,Convencional,Normal,70,Directa,NO,SI,MACON
65,157,41270,3094,49.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MACON
65,155,51280,3054,48.31,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,MACON
65,119,47848,1575,42.86,2008-2009,Convencional,Normal,70,Convencional,NO,SI,MACON
65,125,43046,1380,42.86,2008-2009,Convencional,Normal,70,Convencional,NO,SI,EXP NX 70012
65,190,49466,2806,47.1,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,DEKASOL 4050
65,142,45938,2656,46.64,2004-2005,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 4050
65,190,43160,2437,52.5,2006-2007,Convencional,Normal,52,Convencional,NO,SI,DEKASOL 4050
65,173,58275,3540,51.45,2012-2013,Tardia,Normal,52,Directa,NO,SI,DEKASOL 3945 OIL PLUS
65,179,55422,2858,45.06,2010-2011,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3940 DM
65,145,48187,3454,48.99,2004-2005,Convencional,Normal,70,Convencional,NO,SI,DEKASOL 3920
65,127,51587,3087,47.8,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,DEKASOL 3915
65,152,42063,2391,44.6,2002-2003,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3900
65,148,45238,2331,52.04,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,DEKASOL 3845 OIL PLUS
65,142,65556,3323,46.13,2009-2010,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3845 OIL PLUS
65,132,54762,3304,47.8,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,CARIL�
65,155,49524,3125,48.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CARIL�
65,130,42194,2738,50.48,2004-2005,Convencional,Normal,52,Directa,NO,SI,AGROBEL 975
65,165,39063,2063,56.7,2009-2010,Convencional,Normal,52,Convencional,NO,SI,AGROBEL 975
65,165,41270,2123,46.8,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 967
65,158,58095,2985,52.4,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 967
65,117,59894,3765,50.8,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,AGROBEL 967
65,129,47403,1206,43.97,2008-2009,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 967
65,147,61445,2678,52.95,2009-2010,Convencional,Normal,52,Directa,NO,SI,AGROBEL 963
65,145,54087,2900,46.17,2010-2011,Convencional,Normal,52,Directa,NO,SI,AGROBEL 963
65,130,50794,2823,48.9,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,AGROBEL 962
65,153,51429,2842,49.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962
65,123,45102,2120,47.3,2008-2009,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962
65,188,47619,4636,47.58,2006-2007,Convencional,Normal,70,Directa,NO,SI,SRM 840
65,137,45918,2219,42.23,2008-2009,Clearfield,Normal,70,Convencional,SI,NO,SRM 773 CL
65,135,59370,4303,47.35,2007-2008,Convencional,Tardia,70,Convencional,NO,SI,SRM 732
65,155,56191,3113,50.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,SIGMA
65,152,48966,3041,49.78,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,SIGMA
65,125,46899,2128,42.69,2004-2005,Convencional,Normal,52,Directa,NO,SI,NEON
65,157,49657,2752,48.2,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,SEEDAR 2001
65,195,47619,4269,46.54,2006-2007,Convencional,Normal,70,Directa,NO,SI,EXP RXG 0008 AO
65,129,45785,1879,48.57,2008-2009,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 20 CL
65,131,48071,1298,43.25,2008-2009,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 20 CL
65,165,49524,3030,49.7,2002-2003,Convencional,Normal,70,Convencional,SI,NO,ALBISOL 2
65,169,44972,3197,47.2,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 2
65,130,46194,1881,48.22,2004-2005,Convencional,Normal,52,Directa,NO,SI,ALBISOL 2
65,190,54610,3578,46.93,2007-2008,Convencional,Normal,52,Convencional,NO,SI,ALBISOL 2
65,165,51815,3249,47.94,2007-2008,Convencional,Normal,70,Directa,NO,SI,RELMO 315
65,166,58009,4070,52.4,2010-2011,Convencional,Normal,52,Directa,NO,SI,QC 6403
65,128,45109,1443,51.37,2011-2012,Convencional,Normal,52,Directa,NO,SI,QC 6403
65,160,40264,2337,35.67,2007-2008,Convencional,Normal,70,Directa,NO,SI,PROTON ER 301
65,135,43167,1900,43.68,2009-2010,Convencional,Normal,70,Directa,NO,SI,PROTON ER 301
65,153,58679,3301,52.97,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 40
65,161,55422,2716,45.76,2010-2011,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 40
65,154,45731,2098,43.04,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PIONEER 65 A 02
65,132,46262,1333,51.57,2011-2012,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 H 32 AO
65,164,36506,2665,52.8,2009-2010,Convencional,Normal,52,Convencional,NO,SI,PIONEER 64 A 89
65,166,54754,2609,49.13,2010-2011,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 25
65,148,48218,1711,53.26,2011-2012,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 15
65,169,53904,2458,50.41,2012-2013,Tardia,Normal,52,Directa,NO,SI,PIONEER 64 A 15
65,183,40476,3328,51.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAN 709
65,120,47525,3752,47.34,2011-2012,Convencional,Normal,52,Directa,NO,SI,PAN 7063 CL
65,175,37034,3631,46.15,2007-2008,Convencional,Normal,70,Directa,NO,SI,PAN 7034
65,199,54754,2706,45.53,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAN 7034
65,166,59886,2845,54.77,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAN 7031
65,134,54487,1340,47.36,2013-2014,Convencional,Normal,52,Directa,NO,SI,PAN 7031
65,152,51282,3267,47.96,2013-2014,Convencional,Normal,52,Directa,NO,SI,PAN 7031
65,155,39682,1876,44.9,2002-2003,Convencional,Normal,70,Directa,NO,SI,PAN 7001
65,198,42857,3659,48.4,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAN 7001
65,173,43444,3033,47.27,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PAN 7001
65,195,47539,2594,46.04,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PAN 7001
65,166,48379,3182,45.19,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PAN 7010
65,180,41905,4132,49.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PAN 7009
65,174,55361,2425,49.01,2012-2013,Tardia,Normal,52,Directa,NO,SI,MS 04
65,157,53358,3537,49.74,2013-2014,Convencional,Normal,52,Directa,NO,SI,MS 04
65,151,68297,2746,45.17,2016-2017,Convencional,Normal,52,Convencional,NO,SI,NUSOL 2100 DM
65,205,28289,2153,37.48,2007-2008,Convencional,Normal,70,Directa,NO,SI,AUSIGOLD 4
65,173,48546,2216,52.8,2009-2010,Convencional,Normal,52,Convencional,NO,SI,AUSIGOLD 4
65,156,45031,1861,46.25,2009-2010,Convencional,Normal,52,Directa,NO,SI,AUSIGOLD 4
65,184,34347,1398,46.58,2009-2010,Convencional,Normal,70,Directa,NO,SI,AUSIGOLD 4
65,137,60915,2326,48.08,2008-2009,Clearfield,Normal,52,Directa,NO,SI,PARAISO 68 CL
65,170,56090,3309,52.3,2010-2011,Convencional,Normal,52,Directa,NO,SI,PARAISO 65
65,155,50492,2912,46.66,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PARAISO 35
65,165,42808,3169,46.18,2007-2008,Convencional,Normal,70,Directa,NO,SI,PARAISO 22
65,171,55422,3085,47.55,2010-2011,Convencional,Normal,52,Directa,NO,SI,PARAISO 22
65,156,60500,3469,53.44,2009-2010,Convencional,Normal,52,Directa,NO,SI,PARAISO 21
65,157,45238,2199,45.9,2002-2003,Convencional,Normal,70,Directa,NO,SI,PARAISO 20
65,193,42063,2391,45.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PARAISO 20
65,192,51429,4238,48.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PARAISO 20
65,160,54286,3216,48.9,2002-2003,Convencional,Normal,70,Convencional,NO,SI,PARAISO 20
65,171,51445,3373,49.48,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,PARAISO 20
65,160,64863,2929,46.7,2016-2017,Convencional,Normal,52,Convencional,NO,SI,PARAISO 1600 CL PLUS
65,142,53533,3764,52.73,2013-2014,Convencional,Normal,52,Directa,NO,SI,PARAISO 1100 CL PLUS
65,131,57135,2563,44.93,2015-2016,Convencional,Tardia,52,Directa,SI,SI,PARAISO 1100 CL PLUS
65,137,42517,2221,38.61,2006-2007,Clearfield,Normal,70,Convencional,NO,SI,EXP JN 6856
65,142,47634,1684,55.08,2011-2012,Convencional,Normal,52,Directa,SI,NO,AROMO 105 CL AO
65,168,58275,2925,53.09,2012-2013,Tardia,Normal,52,Directa,NO,SI,AROMO 105 CL
65,170,56818,2605,53.22,2012-2013,Tardia,Normal,52,Directa,NO,SI,MSG 123 CL HO
65,145,56090,1797,46.56,2013-2014,Convencional,Normal,52,Directa,NO,SI,MSG 121
65,138,54487,1691,50.03,2013-2014,Convencional,Normal,52,Directa,NO,SI,DYLLAN
65,171,52448,3171,51.01,2012-2013,Tardia,Normal,52,Directa,NO,SI,LG 5668
65,172,52448,2905,49.84,2012-2013,Tardia,Normal,52,Directa,NO,SI,ES SHERPA
65,130,55741,3071,46.89,2015-2016,Convencional,Tardia,52,Directa,NO,SI,ES SHERPA
65,156,49873,3295,50.42,2013-2014,Convencional,Normal,52,Directa,NO,SI,ES DIAGORA
65,159,42992,3207,45,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,KWSOL TROPEL
65,166,52083,2891,47.01,2010-2011,Convencional,Normal,52,Directa,NO,SI,KWSOL 502 DMR
65,149,53686,1233,41.63,2013-2014,Convencional,Normal,52,Directa,NO,SI,KWSOL 492 CL
65,213,50689,2809,47.19,2013-2014,Convencional,Normal,70,Convencional,NO,SI,KWSOL 480 CL
65,169,56818,3265,51.39,2012-2013,Tardia,Normal,52,Directa,NO,SI,KWSOL 470
65,210,40430,3238,44.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,BAGUAL
65,157,53148,3172,45.94,2013-2014,Convencional,Normal,52,Directa,NO,SI,HG 551 CL
65,162,51661,2982,51.28,2013-2014,Convencional,Normal,52,Directa,NO,SI,HG 351
65,210,42242,2937,39.1,2002-2003,Convencional,Normal,70,Convencional,NO,SI,HELIO 251
65,163,50748,2793,48.46,2010-2011,Convencional,Normal,52,Directa,SI,NO,CORALIA CS
65,165,53419,3053,47.66,2010-2011,Convencional,Normal,52,Directa,NO,SI,BELINDA CS
65,153,46549,2990,44.88,2004-2005,Convencional,Normal,70,Convencional,NO,SI,PAIHUEN
65,173,40120,3196,40.21,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,MILLEN
65,175,50245,2464,48.31,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,CAUQUEN
65,109,47894,3526,40.74,2011-2012,Convencional,Normal,52,Directa,NO,SI,CACIQUE CL
65,111,46759,2919,47.06,2011-2012,Convencional,Normal,52,Directa,NO,SI,CACIQUE 308 CL
65,180,48363,3290,45.99,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,TRISOL 700
65,155,46065,3050,42.08,2004-2005,Convencional,Normal,70,Convencional,NO,SI,TRISOL 700
65,193,46561,3109,48.7,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,NTO 3.0
65,142,59615,2467,48.76,2008-2009,Clearfield,Normal,52,Directa,NO,SI,MG 60 CL
65,165,46500,3009,46.18,2004-2005,Convencional,Normal,70,Convencional,NO,SI,MG 50
65,185,43470,3530,45.9,2002-2003,Convencional,Normal,52,Convencional,NO,SI,MG 2
65,147,45176,2550,39.92,2004-2005,Convencional,Normal,70,Convencional,NO,SI,GH 1100
65,195,49577,3042,47.5,2006-2007,Convencional,Normal,52,Convencional,NO,SI,GH 1100
65,160,40156,3673,47.21,2007-2008,Convencional,Normal,70,Directa,NO,SI,DM 233
65,129,44901,1608,39.57,2008-2009,Convencional,Normal,70,Convencional,NO,SI,DM 230
65,140,46825,2476,47.3,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,DM 226
65,194,41270,2399,44.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,DM 226
65,115,55978,1813,44.86,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DM 220
65,115,55978,1813,44.86,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DM 220
65,125,45068,2039,43.2,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,DM 220
65,121,45925,3096,42.36,2011-2012,Convencional,Normal,52,Directa,NO,SI,TEHUELCHE CL
65,158,41270,2653,50.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MATACO
65,148,39682,2401,51.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,MAPUCHE
65,172,52751,2623,43.78,2010-2011,Convencional,Normal,52,Directa,NO,SI,KOYA
65,164,53419,2637,42.85,2010-2011,Convencional,Normal,52,Directa,NO,SI,HUARPE RDM
65,124,54487,1285,41.5,2013-2014,Convencional,Normal,52,Directa,NO,SI,DIAGUITA CL
65,128,56319,2424,44.19,2010-2011,Clearfield,Normal,52,Directa,NO,SI,CSG 209 CL
65,188,43810,4563,48.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CSG 102
65,166,50991,3003,51.09,2012-2013,Tardia,Normal,52,Directa,NO,SI,FLOSUN CS
65,133,45183,4187,49.46,2011-2012,Convencional,Normal,52,Directa,NO,SI,FABIOLA CS
65,190,42063,2215,45.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,BUCK SOLFLOR
65,134,51571,1437,43.48,2008-2009,Convencional,Normal,70,Convencional,NO,SI,BUCK SOLFLOR
65,116,42359,3465,48.43,2011-2012,Convencional,Normal,52,Directa,NO,NO,BUCK SOLFLOR
65,143,50000,3227,47.3,2002-2003,Convencional,Temprana,70,Convencional,NO,SI,BUCK PAMPAFLOR
65,168,42063,2355,49.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,BUCK PAMPAFLOR
65,168,44642,2883,46.03,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,BUCK PAMPAFLOR
65,131,55045,2171,44.25,2015-2016,Convencional,Tardia,52,Directa,NO,SI,BUCK 355 CL
65,152,51416,2991,50.11,2010-2011,Convencional,Normal,52,Directa,NO,SI,BUCK 260
65,143,45794,2206,49.39,2008-2009,Convencional,Normal,70,Convencional,NO,SI,BUCK 250
65,125,44729,3429,49.72,2011-2012,Convencional,Normal,52,Directa,NO,SI,BUCK 250
65,168,54633,3048,52.51,2012-2013,Tardia,Normal,52,Directa,NO,SI,BUCK 250
65,157,54826,3409,45.52,2013-2014,Convencional,Normal,52,Directa,NO,SI,BGH 5454 CL PLUS
65,188,54754,2557,49.15,2010-2011,Convencional,Normal,52,Directa,NO,SI,ACONCAGUA DMR
65,170,60601,3240,52.95,2009-2010,Convencional,Normal,52,Directa,NO,SI,ACONCAGUA
65,166,47742,2915,46.31,2004-2005,Convencional,Normal,70,Convencional,NO,SI,TC 3003
65,165,45606,2468,46.2,2004-2005,Convencional,Normal,70,Convencional,NO,SI,TC 2001
65,146,56926,2553,51.98,2013-2014,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 50 AO
65,153,63718,2315,45.65,2016-2017,Convencional,Normal,52,Convencional,NO,SI,ARGENSOL 20 MAX
65,128,56891,1422,52.93,2013-2014,Convencional,Normal,52,Directa,NO,SI,SUNGRO 66 CL PLUS
65,180,51228,3685,48.18,2007-2008,Convencional,Normal,52,Convencional,NO,SI,GAC 100
65,120,50581,1528,49.65,2004-2005,Convencional,Normal,52,Directa,NO,SI,VDH 488
65,160,51223,2775,48.02,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,VDH 487
65,134,60256,2709,48.3,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,VDH 487
65,131,45918,2111,47.9,2008-2009,Alto Oleico,Normal,70,Convencional,NO,SI,VDH 487
65,170,52751,2744,43.51,2010-2011,Convencional,Normal,52,Directa,SI,SI,VDH 487
65,163,46753,3534,54.94,2010-2011,Convencional,Normal,52,Directa,SI,SI,VDH 487
65,152,42857,2776,50.7,2002-2003,Convencional,Normal,70,Convencional,NO,SI,VDH 481
65,157,51957,2864,48.99,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,VDH 481
65,163,55174,3274,51.56,2009-2010,Convencional,Normal,52,Directa,NO,SI,CF 33
65,171,52751,2932,48.3,2010-2011,Convencional,Normal,52,Directa,NO,SI,CF 201
65,181,53680,3610,54.95,2010-2011,Convencional,Normal,52,Directa,NO,SI,CF 201
65,153,53936,2839,51.78,2011-2012,Convencional,Tardia,52,Directa,NO,NO,CF 201
65,177,54633,3476,52.6,2012-2013,Tardia,Normal,52,Directa,NO,SI,CF 201
65,152,53414,3087,54.69,2013-2014,Convencional,Normal,52,Directa,NO,SI,CF 201
65,200,43514,3062,40.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,CF 19
65,195,47527,2895,43.6,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,CF 19
65,167,54633,3393,50.96,2012-2013,Tardia,Normal,52,Directa,NO,SI,CF 101
65,185,41069,3289,45.39,2007-2008,Convencional,Normal,70,Directa,NO,SI,AD 68 GY
65,175,43465,2545,53.61,2009-2010,Convencional,Normal,52,Convencional,NO,SI,AD 68 GY
65,170,43294,4153,41.11,2007-2008,Convencional,Normal,70,Directa,NO,SI,ACA 886 DM
65,158,49206,3691,45.8,2002-2003,Convencional,Tardia,70,Convencional,NO,SI,ACA 885
65,174,46870,2690,43.05,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ACA 884
65,178,41270,2351,42.6,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ACA 876
65,156,46222,2692,44.41,2003-2004,Convencional,Tardia,70,Convencional,NO,NO,ACA 876
65,130,48324,1981,47.61,2004-2005,Convencional,Normal,52,Directa,NO,SI,ACA 876
65,172,55361,2795,51.96,2012-2013,Tardia,Normal,52,Directa,NO,SI,ACA 866 HO
65,168,54754,2443,48.84,2010-2011,Convencional,Normal,52,Directa,NO,SI,ACA 865
65,163,52819,3240,46.35,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ACA 864 DM
65,180,44714,3106,50.33,2007-2008,Convencional,Normal,52,Convencional,NO,SI,ACA 863
65,144,54310,2993,51.56,2009-2010,Convencional,Normal,52,Directa,NO,SI,ACA 863
65,149,45022,3455,51.16,2010-2011,Convencional,Normal,52,Directa,NO,SI,ACA 861
66,167,45355,2927,44.63,2003-2004,Convencional,Tardia,70,Convencional,NO,SI,ZR 130
66,156,44805,2624,48.44,2004-2005,Convencional,Normal,70,Convencional,NO,SI,ZR 123
66,188,47619,4402,46.96,2006-2007,Convencional,Normal,70,Directa,NO,SI,SIERRA
66,175,49598,3431,48.76,2007-2008,Convencional,Normal,52,Convencional,NO,SI,SIERRA
